"athlete_name","activity_name","period_name","total_duration","meterage_per_minute","hirmin","acceleration_density","date","start_time_h","end_time_h"
"Rory Atkins","210609Wed","Warm Up",16.8053333333333,98.39092,18.4114170104729,0.303471626071089,"09/06/2021","10:01:02","10:17:51"
"Alex Davies","210609Wed","Craft",8.61983333333333,61.29867,2.79123726290145,0.444043233627874,"09/06/2021","11:30:48","11:39:25"
"Alex Davies","210609Wed","Get to the Face",2.61166666666667,99.55457,28.7402680280791,0.801923165283982,"09/06/2021","10:20:08","10:22:45"
"Alex Davies","210609Wed","Goal Kicking",5.18416666666667,65.77994,2.63880405079569,0.329227423243851,"09/06/2021","11:05:01","11:10:12"
"Alex Davies","210609Wed","Lines",13.1766666666667,105.56275,29.6311662028839,0.408644965848722,"09/06/2021","10:23:45","10:36:55"
"Alex Davies","210609Wed","Match Simulation",7.9015,111.50018,30.882743782826,0.473599443143707,"09/06/2021","11:14:45","11:26:45"
"Alex Davies","210609Wed","Proactive Grids",5.64866666666667,149.04793,68.1328909477163,0.51349477752862,"09/06/2021","10:57:07","11:02:46"
"Alex Davies","210609Wed","Proactive Grids",6.07066666666667,154.47077,57.0085657808039,0.583450389852844,"09/06/2021","10:42:40","10:48:44"
"Alex Davies","210609Wed","Tackle Technique",5.21766666666667,46.48549,2.11397176260142,0.321900562192551,"09/06/2021","10:50:33","10:55:46"
"Alex Davies","210609Wed","Warm Up",16.8053333333333,93.00185,17.3314027292923,0.321986234528721,"09/06/2021","10:01:02","10:17:51"
"Jack Bowes","210609Wed","Craft",8.61983333333333,51.50821,1.01742106382567,0.384247993967401,"09/06/2021","11:30:48","11:39:25"
"Jack Bowes","210609Wed","Get to the Face",2.61166666666667,107.74564,25.5469049138481,0.626920165922144,"09/06/2021","10:20:08","10:22:45"
"Jack Bowes","210609Wed","Goal Kicking",5.18416666666667,53.3307,1.31361517440926,0.356282687670792,"09/06/2021","11:05:01","11:10:12"
"Jack Bowes","210609Wed","Lines",13.1766666666667,105.56948,22.6134588919808,0.431374955729825,"09/06/2021","10:23:45","10:36:55"
"Jack Bowes","210609Wed","Match Simulation",8.7385,127.15727,42.8826423299193,0.446585550533082,"09/06/2021","11:14:45","11:26:45"
"Jack Bowes","210609Wed","Proactive Grids",6.07066666666667,146.74657,46.5962003074896,0.524028744783659,"09/06/2021","10:42:40","10:48:44"
"Jack Bowes","210609Wed","Proactive Grids",5.89116666666667,132.021,45.0335247687215,0.532332560047529,"09/06/2021","10:49:53","10:55:46"
"Jack Bowes","210609Wed","Tackle Technique",5.21383333333333,41.60497,0,0.344641051050091,"09/06/2021","10:57:38","11:02:51"
"Jack Bowes","210609Wed","Warm Up",16.8053333333333,92.96385,15.9865921532847,0.286751239685814,"09/06/2021","10:01:02","10:17:51"
"Oleg Markov","210609Wed","Craft",8.61983333333333,70.89263,18.9922465631586,0.294614745064676,"09/06/2021","11:30:48","11:39:25"
"Oleg Markov","210609Wed","Get to the Face",2.61166666666667,117.93495,31.4932992980217,0.691961837906828,"09/06/2021","10:20:08","10:22:45"
"Oleg Markov","210609Wed","Goal Kicking",5.18416666666667,60.30752,1.29432567111397,0.322831731232921,"09/06/2021","11:05:01","11:10:12"
"Oleg Markov","210609Wed","Lines",13.1766666666667,111.67223,25.8601070073362,0.483259397925626,"09/06/2021","10:23:45","10:36:55"
"Oleg Markov","210609Wed","Match Simulation",12.006,124.10107,42.8544052973513,0.407849255927592,"09/06/2021","11:14:45","11:26:45"
"Oleg Markov","210609Wed","Proactive Grids",5.89116666666667,146.03269,52.3987891475939,0.543026706651201,"09/06/2021","10:49:53","10:55:46"
"Oleg Markov","210609Wed","Proactive Grids",6.07066666666667,159.70222,59.0544679332308,0.568776218976499,"09/06/2021","10:42:40","10:48:44"
"Oleg Markov","210609Wed","Tackle Technique",5.21383333333333,51.05206,0,0.378101364958604,"09/06/2021","10:57:38","11:02:51"
"Oleg Markov","210609Wed","Warm Up",16.8053333333333,100.92528,21.4658045065059,0.311483903919391,"09/06/2021","10:01:02","10:17:51"
"Nick Holman","210609Wed","Craft",8.61983333333333,52.80081,0.784237900964829,0.323987180726619,"09/06/2021","11:30:48","11:39:25"
"Nick Holman","210609Wed","Get to the Face",2.61166666666667,105.6649,29.5788130185067,0.711125973197192,"09/06/2021","10:20:08","10:22:45"
"Nick Holman","210609Wed","Goal Kicking",5.18416666666667,89.92695,18.548786368751,0.413473010769973,"09/06/2021","11:05:01","11:10:12"
"Nick Holman","210609Wed","Lines",13.1766666666667,103.19883,27.5972678977991,0.397200126486213,"09/06/2021","10:23:45","10:36:55"
"Nick Holman","210609Wed","Match Simulation",9.78033333333333,144.15658,50.6342660441021,0.494142462765414,"09/06/2021","11:14:45","11:26:45"
"Nick Holman","210609Wed","Proactive Grids",5.89116666666667,91.25999,23.5539083939231,0.37097796135457,"09/06/2021","10:49:53","10:55:46"
"Nick Holman","210609Wed","Proactive Grids",5.64866666666667,116.34607,34.5462055942405,0.474788386639915,"09/06/2021","10:57:07","11:02:46"
"Nick Holman","210609Wed","Tackle Technique",5.40216666666667,62.46856,2.24539536605683,0.439808657020331,"09/06/2021","10:43:11","10:48:35"
"Nick Holman","210609Wed","Warm Up",16.8053333333333,93.38911,24.3827356394795,0.330691903364011,"09/06/2021","10:01:02","10:17:51"
"Hewago Paul Oea","210609Wed","1 x 8 150m",7.56666666666667,185.33661,151.003079735683,0.271048678414097,"09/06/2021","11:10:00","11:17:34"
"Hewago Paul Oea","210609Wed","Craft",8.61983333333333,40.16141,1.77497631431389,0.205350992865291,"09/06/2021","11:30:48","11:39:25"
"Hewago Paul Oea","210609Wed","Craft",20.3733333333333,73.21866,12.1447966295812,0.421922979384817,"09/06/2021","10:42:40","11:03:02"
"Hewago Paul Oea","210609Wed","Get to the Face",2.61166666666667,122.07281,45.4345883854499,0.605214613911934,"09/06/2021","10:20:08","10:22:45"
"Hewago Paul Oea","210609Wed","Lines",13.1766666666667,91.84656,27.3657973690868,0.383612496837845,"09/06/2021","10:23:45","10:36:55"
"Hewago Paul Oea","210609Wed","Warm Up",16.8053333333333,97.57345,20.1721675658521,0.344792724531895,"09/06/2021","10:01:02","10:17:51"
"Caleb Graham","210609Wed","Craft",8.61983333333333,43.59005,5.38525493532357,0.283295887391481,"09/06/2021","11:30:48","11:39:25"
"Caleb Graham","210609Wed","Get to the Face",2.61166666666667,90.89986,16.8589661774091,0.640734779834078,"09/06/2021","10:20:08","10:22:45"
"Caleb Graham","210609Wed","Goal Kicking",5.18416666666667,43.86192,0,0.193346117987462,"09/06/2021","11:05:01","11:10:12"
"Caleb Graham","210609Wed","Lines",13.1766666666667,97.98592,19.1748047052871,0.435861813812294,"09/06/2021","10:23:45","10:36:55"
"Caleb Graham","210609Wed","Match Simulation",12.006,112.15547,32.2930193236715,0.463931395413404,"09/06/2021","11:14:45","11:26:45"
"Caleb Graham","210609Wed","Proactive Grids",6.07066666666667,126.41392,32.4610147155721,0.492714199428948,"09/06/2021","10:42:40","10:48:44"
"Caleb Graham","210609Wed","Proactive Grids",5.89116666666667,109.42757,19.2949896738054,0.516383738365349,"09/06/2021","10:49:53","10:55:46"
"Caleb Graham","210609Wed","Tackle Technique",5.21383333333333,47.77455,0,0.42660860531279,"09/06/2021","10:57:38","11:02:51"
"Caleb Graham","210609Wed","Warm Up",16.8053333333333,90.11027,12.3752380196763,0.26959735996509,"09/06/2021","10:01:02","10:17:51"
"Jeremy Sharp","210609Wed","Craft",8.61983333333333,78.4723,4.2146986600669,0.36673783329144,"09/06/2021","11:30:48","11:39:25"
"Jeremy Sharp","210609Wed","Get to the Face",2.61166666666667,130.53588,49.8953414167199,0.792718379068283,"09/06/2021","10:20:08","10:22:45"
"Jeremy Sharp","210609Wed","Goal Kicking",5.18416666666667,96.92759,20.4545892943257,0.395936569683331,"09/06/2021","11:05:01","11:10:12"
"Jeremy Sharp","210609Wed","Lines",13.1766666666667,113.5145,31.0025289653428,0.420376789779914,"09/06/2021","10:23:45","10:36:55"
"Jeremy Sharp","210609Wed","Match Simulation",12.006,144.48681,59.1171081126104,0.511853989671831,"09/06/2021","11:14:45","11:26:45"
"Jeremy Sharp","210609Wed","Proactive Grids",5.64866666666667,166.00097,71.861204414021,0.538964858963767,"09/06/2021","10:57:07","11:02:46"
"Jeremy Sharp","210609Wed","Proactive Grids",6.07066666666667,162.52312,62.5598506479244,0.53308444981331,"09/06/2021","10:42:40","10:48:44"
"Jeremy Sharp","210609Wed","Tackle Technique",5.21766666666667,59.85711,0.638216316361081,0.461612789880534,"09/06/2021","10:50:33","10:55:46"
"Jeremy Sharp","210609Wed","Warm Up",16.8053333333333,101.7752,23.4110203110124,0.380979054268486,"09/06/2021","10:01:02","10:17:51"
"Sam Day","210609Wed","Craft",8.61983333333333,57.59774,8.41663605251455,0.311027108026064,"09/06/2021","11:30:48","11:39:25"
"Sam Day","210609Wed","Get to the Face",2.61166666666667,113.62799,28.6215698787492,0.75991212507977,"09/06/2021","10:20:08","10:22:45"
"Sam Day","210609Wed","Goal Kicking",5.18416666666667,58.19873,0,0.241814209934094,"09/06/2021","11:05:01","11:10:12"
"Sam Day","210609Wed","Lines",13.1766666666667,89.67458,17.4171515304832,0.366138692132558,"09/06/2021","10:23:45","10:36:55"
"Sam Day","210609Wed","Match Simulation",12.006,111.356,32.5445610528069,0.425719792881337,"09/06/2021","11:14:45","11:26:45"
"Sam Day","210609Wed","Proactive Grids",6.07066666666667,86.71727,15.5139468482319,0.406729162090929,"09/06/2021","10:42:40","10:48:44"
"Sam Day","210609Wed","Proactive Grids",5.89116666666667,117.72428,32.0021501117492,0.560526749087617,"09/06/2021","10:49:53","10:55:46"
"Sam Day","210609Wed","Tackle Technique",5.21383333333333,42.41,1.04146021800978,0.333823450436339,"09/06/2021","10:57:38","11:02:51"
"Sam Day","210609Wed","Warm Up",16.8053333333333,88.87948,18.6452707473818,0.289994793319581,"09/06/2021","10:01:02","10:17:51"
"Will Brodie","210609Wed","Craft",8.61983333333333,62.60714,10.7067035325509,0.307825402656664,"09/06/2021","11:30:48","11:39:25"
"Will Brodie","210609Wed","Get to the Face",2.61166666666667,120.41115,22.7058072750479,0.644811678366305,"09/06/2021","10:20:08","10:22:45"
"Will Brodie","210609Wed","Goal Kicking",5.18416666666667,54.74871,0,0.210597106574506,"09/06/2021","11:05:01","11:10:12"
"Will Brodie","210609Wed","Lines",13.1766666666667,111.74027,24.1381237035163,0.389399582595497,"09/06/2021","10:23:45","10:36:55"
"Will Brodie","210609Wed","Match Simulation",10.4556666666667,124.38778,20.0647176969426,0.391954809194376,"09/06/2021","11:14:45","11:26:45"
"Will Brodie","210609Wed","Proactive Grids",5.64866666666667,127.39652,35.4809394547386,0.444423020181754,"09/06/2021","10:57:07","11:02:46"
"Will Brodie","210609Wed","Proactive Grids",6.07066666666667,130.9256,37.910169119262,0.519002663079288,"09/06/2021","10:42:40","10:48:44"
"Will Brodie","210609Wed","Tackle Technique",5.21766666666667,38.86415,1.60224877020379,0.322301507698205,"09/06/2021","10:50:33","10:55:46"
"Will Brodie","210609Wed","Warm Up",16.8053333333333,98.46014,20.4012615042844,0.308776053237068,"09/06/2021","10:01:02","10:17:51"
"Malcolm Rosas","210609Wed","Craft",8.61983333333333,46.54309,2.2517836771786,0.326296989500957,"09/06/2021","11:30:48","11:39:25"
"Malcolm Rosas","210609Wed","Get to the Face",2.61166666666667,102.26562,17.7664326738992,0.573975175494576,"09/06/2021","10:20:08","10:22:45"
"Malcolm Rosas","210609Wed","Goal Kicking",5.18416666666667,75.60545,0,0.28720610834271,"09/06/2021","11:05:01","11:10:12"
"Malcolm Rosas","210609Wed","Lines",13.1766666666667,106.66257,26.3435357955983,0.462037604351126,"09/06/2021","10:23:45","10:36:55"
"Malcolm Rosas","210609Wed","Match Simulation",8.839,132.65781,47.0596221292001,0.483724176943093,"09/06/2021","11:14:45","11:26:45"
"Malcolm Rosas","210609Wed","Proactive Grids",6.07066666666667,115.03262,34.1626400175708,0.526882879420163,"09/06/2021","10:42:40","10:48:44"
"Malcolm Rosas","210609Wed","Proactive Grids",5.89116666666667,122.49153,36.8789430503296,0.543435539083939,"09/06/2021","10:49:53","10:55:46"
"Malcolm Rosas","210609Wed","Tackle Technique",5.21383333333333,57.71074,3.85896493303072,0.407560080554934,"09/06/2021","10:57:38","11:02:51"
"Malcolm Rosas","210609Wed","Warm Up",16.8053333333333,96.90916,17.7062837194541,0.327844860758489,"09/06/2021","10:01:02","10:17:51"
"Brayden Fiorini","210609Wed","Craft",8.61983333333333,77.30572,15.0571356754771,0.342423577408689,"09/06/2021","11:30:48","11:39:25"
"Brayden Fiorini","210609Wed","Get to the Face",2.61166666666667,114.29297,30.3063178047224,0.666239374601149,"09/06/2021","10:20:08","10:22:45"
"Brayden Fiorini","210609Wed","Goal Kicking",5.18416666666667,61.91695,0,0.32467445748272,"09/06/2021","11:05:01","11:10:12"
"Brayden Fiorini","210609Wed","Lines",13.1766666666667,110.51394,26.771565899317,0.430047331140906,"09/06/2021","10:23:45","10:36:55"
"Brayden Fiorini","210609Wed","Match Simulation",12.006,140.4366,51.2168932200566,0.504557998778389,"09/06/2021","11:14:45","11:26:45"
"Brayden Fiorini","210609Wed","Proactive Grids",6.07066666666667,147.53223,42.5291016911926,0.561137958488908,"09/06/2021","10:42:40","10:48:44"
"Brayden Fiorini","210609Wed","Proactive Grids",5.89116666666667,157.52735,63.1606659688234,0.591067785101989,"09/06/2021","10:49:53","10:55:46"
"Brayden Fiorini","210609Wed","Tackle Technique",5.21383333333333,47.22338,0,0.390027075408369,"09/06/2021","10:57:38","11:02:51"
"Brayden Fiorini","210609Wed","Warm Up",16.8053333333333,97.64324,21.8287845128531,0.360446743097429,"09/06/2021","10:01:02","10:17:51"
"Sam Collins","210609Wed","Get to the Face",2.61166666666667,109.70496,24.3254626675176,0.716090172303765,"09/06/2021","10:20:08","10:22:45"
"Sam Collins","210609Wed","Goal Kicking",5.18416666666667,59.8893,2.84713068638483,0.39237215881691,"09/06/2021","11:05:01","11:10:12"
"Sam Collins","210609Wed","Lines",13.1766666666667,85.27521,12.8590943587149,0.437664836832785,"09/06/2021","10:23:45","10:36:55"
"Sam Collins","210609Wed","Match Simulation",10.0891666666667,111.14102,33.69356570579,0.465008342281325,"09/06/2021","11:14:45","11:26:45"
"Sam Collins","210609Wed","Proactive Grids",5.89116666666667,117.92129,37.148838656746,0.542369790929923,"09/06/2021","10:49:53","10:55:46"
"Sam Collins","210609Wed","Proactive Grids",6.07066666666667,58.44672,2.5433779925324,0.424271688996266,"09/06/2021","10:42:40","10:48:44"
"Sam Collins","210609Wed","Tackle Technique",5.21383333333333,111.32796,19.8376114822747,0.473006521113704,"09/06/2021","10:57:38","11:02:51"
"Sam Collins","210609Wed","Warm Up",16.8053333333333,96.02232,18.1573310060298,0.321452505157093,"09/06/2021","10:01:02","10:17:51"
"Charlie Ballard","210609Wed","Craft",8.61983333333333,58.68177,2.7193101181384,0.281968019489936,"09/06/2021","11:30:48","11:39:25"
"Charlie Ballard","210609Wed","Get to the Face",2.61166666666667,76.52824,13.1563497128271,0.664101148691768,"09/06/2021","10:20:08","10:22:45"
"Charlie Ballard","210609Wed","Goal Kicking",5.18416666666667,48.753,1.72062369393988,0.299643465680759,"09/06/2021","11:05:01","11:10:12"
"Charlie Ballard","210609Wed","Lines",13.1766666666667,91.21246,10.6703769289147,0.430400455350367,"09/06/2021","10:23:45","10:36:55"
"Charlie Ballard","210609Wed","Match Simulation",10.3808333333333,116.31358,37.8736453399695,0.369263707152605,"09/06/2021","11:14:45","11:26:45"
"Charlie Ballard","210609Wed","Proactive Grids",5.64866666666667,122.04686,23.4303080372949,0.568310427239467,"09/06/2021","10:57:07","11:02:46"
"Charlie Ballard","210609Wed","Proactive Grids",5.89116666666667,126.96345,36.7024058618836,0.511994256938354,"09/06/2021","10:49:53","10:55:46"
"Charlie Ballard","210609Wed","Tackle Technique",5.40216666666667,48.21912,0.225835312991701,0.347043717027119,"09/06/2021","10:43:11","10:48:35"
"Charlie Ballard","210609Wed","Warm Up",16.8053333333333,92.38875,12.28895588702,0.301071386067915,"09/06/2021","10:01:02","10:17:51"
"Zac Smith","210609Wed","Craft",8.61983333333333,72.31517,0.477967478102825,0.465306715133703,"09/06/2021","11:30:48","11:39:25"
"Zac Smith","210609Wed","Craft",20.3733333333333,72.50708,3.52077879581152,0.451472864856021,"09/06/2021","10:42:40","11:03:02"
"Zac Smith","210609Wed","Get to the Face",2.61166666666667,133.58809,40.7785577536694,0.633839757498405,"09/06/2021","10:20:08","10:22:45"
"Zac Smith","210609Wed","Goal Kicking",5.18416666666667,55.11075,0,0.264920045008841,"09/06/2021","11:05:01","11:10:12"
"Zac Smith","210609Wed","Lines",13.1766666666667,108.14572,25.6256008095118,0.426822881355932,"09/06/2021","10:23:45","10:36:55"
"Zac Smith","210609Wed","Match Simulation",12.006,137.45194,38.1092795269032,0.411072061191626,"09/06/2021","11:14:45","11:26:45"
"Zac Smith","210609Wed","Warm Up",16.8053333333333,96.3044,17.7175896540781,0.326176531259917,"09/06/2021","10:01:02","10:17:51"
"Jez McLennan","210609Wed","Craft",8.61983333333333,55.80016,3.40261799338734,0.307914731529999,"09/06/2021","11:30:48","11:39:25"
"Jez McLennan","210609Wed","Get to the Face",2.61166666666667,107.91051,17.4256541161455,0.615148053605616,"09/06/2021","10:20:08","10:22:45"
"Jez McLennan","210609Wed","Goal Kicking",5.18416666666667,53.62264,0,0.311093168300916,"09/06/2021","11:05:01","11:10:12"
"Jez McLennan","210609Wed","Lines",13.1766666666667,109.71015,23.7996458386036,0.524938603592208,"09/06/2021","10:23:45","10:36:55"
"Jez McLennan","210609Wed","Match Simulation",12.006,130.39846,39.9000508079294,0.526833846965406,"09/06/2021","11:14:45","11:26:45"
"Jez McLennan","210609Wed","Proactive Grids",5.64866666666667,117.88627,30.3629175026555,0.529622182225894,"09/06/2021","10:57:07","11:02:46"
"Jez McLennan","210609Wed","Proactive Grids",6.07066666666667,137.83055,44.6425433779925,0.58220211948166,"09/06/2021","10:42:40","10:48:44"
"Jez McLennan","210609Wed","Tackle Technique",5.21766666666667,46.6263,0.11499393087587,0.406568836644733,"09/06/2021","10:50:33","10:55:46"
"Jez McLennan","210609Wed","Warm Up",16.8053333333333,90.6858,15.0922326245636,0.358648643287845,"09/06/2021","10:01:02","10:17:51"
